rowid,kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
2454,9347899,K00935.03,87.648,4.69,0.0039,13,0.096,184,0.51,0.00036,0.0034,0.000063,0.000000044,0.000055,0.0000015,0.032,6118,86.12,-76.01,1.2,0.222,-0.141,1.08,0.077,-0.062,9.63,0.109,-0.233,1642,301.61,-197.39,0.09,0.066,-0.056
2455,9347899,K00935.04,9.617,2.07,0.003,78,0.186,70,2.04,0.00000013,0.0002,0.0013,0.00000097,0.0006,0.00092,0.014,6118,86.12,-76.01,1.2,0.222,-0.141,1.08,0.077,-0.062,9.63,0.109,-0.233,1642,301.61,-197.39,0.09,0.066,-0.056
2456,9388479,K00936.01,9.468,2.24,0.0000068,1200,0.22,123,0.5,6.1E-12,3E-12,0.0000068,8E-13,5E-11,0.00000005,0.043,3631,37.05,-36.08,0.47,0.024,-0.035,0.49,0.026,-0.035,9.65,0.356,-0.4,150,11.12,-14,0.1,0.035,-0.051
2457,9388479,K00936.02,0.893,1.3,0.000016,24000,0.122,68,0.5,0.0000018,6.7E-11,0.000012,0.00000015,0.0000019,1.4E-09,0.025,3631,37.05,-36.08,0.47,0.024,-0.035,0.49,0.026,-0.035,9.65,0.356,-0.4,150,11.12,-14,0.1,0.035,-0.051
2458,10118816,K01085.01,7.718,0.94,0.012,220,0.068,109,1.92,0.000000032,0.0000002,0.0068,0.00013,0.00033,0.0047,0.016,3875,45.14,-45.52,0.5,0.03,-0.033,0.51,0.031,-0.033,9.59,0.401,-0.369,216,18.37,-18.8,0.04,0.049,-0.027
2459,10122255,K01086.01,27.666,2.41,0.000025,68,0.205,73,0.72,0.000015,0.0000076,0.0000014,1.3E-09,0.000000033,0.00000011,0.021,5891,80.56,-92.83,1.07,0.259,-0.099,1.05,0.057,-0.055,9.6,0.207,-0.356,1006,240.68,-98.94,0.12,0.052,-0.07
2460,3113266,K01088.01,0.498,83.92,1,290,0.001,2307,0.5,0.027,0.00018,0.58,0.085,0.29,0.019,0.968,5221,86.78,-122.73,0.8,0.057,-0.05,0.83,0.041,-0.049,9.71,0.356,-0.436,842,61.9,-57.7,0.26,0.086,-0.141
2461,3247268,K01089.01,86.679,14.3,0.000063,9.4,0.07,207,0.5,0.00000032,0.000048,0.000011,4.5E-33,0.0000041,1.6E-10,0.087,5917,106.52,-99.61,1.09,0.129,-0.092,1.05,0.052,-0.049,9.64,0.16,-0.302,1017,120.25,-87.64,0.26,0.088,-0.086
2462,3247268,K01089.02,12.218,6.96,0.0002,450,0.072,123,0.5,0.0000011,0.000023,0.00017,0.000000034,0.0000056,0.000000071,0.042,5917,106.52,-99.61,1.09,0.129,-0.092,1.05,0.052,-0.049,9.64,0.16,-0.302,1017,120.25,-87.64,0.26,0.088,-0.086
2463,3232859,K01090.01,8.387,49.16,0.99,860,0.001,2489,0.5,0.22,0.76,0.0025,0.0028,0.016,0.000043,0.365,6166,108.68,-148.15,1.25,0.535,-0.176,1.16,0.172,-0.094,9.48,0.128,-0.222,928,393.47,-139.4,0.25,0.058,-0.108
2464,3239636,K01093.01,0.529,18.62,1,0.017,0.037,506,0.99,0.0000013,0.16,0.83,0.0023,5.6E-10,0.0028,0.121,6349,113.71,-163.11,1.41,0.664,-0.22,1.26,0.212,-0.108,9.39,0.123,-0.152,1491,684.37,-242.27,0.27,0.062,-0.104
2465,2721030,K01094.01,6.1,3.43,0.0000002,57,0.117,89,0.66,1.1E-09,0.000000074,0.000000071,2.3E-12,6.2E-12,0.000000058,0.027,6001,88.63,-141.98,1.16,0.346,-0.141,1.11,0.105,-0.076,9.55,0.168,-0.304,1624,480.76,-206.56,0.47,0.046,-0.098
2466,3329204,K01095.01,51.598,6.76,0.0071,42,0.052,455,0.5,0.0003,0.0063,0.00046,0.00001,0.000098,0.00000086,0.073,5417,138.18,-82.7,0.85,0.071,-0.052,0.89,0.048,-0.045,9.63,0.369,-0.419,1065,93.23,-70.6,0.11,0.126,-0.076
2467,3240706,K01098.01,5.49,53.78,1,2,0.001,566,0.5,0.00095,0.0038,0.2,0.035,0.49,0.27,0.509,5767,162.89,-95.43,0.98,0.235,-0.093,0.99,0.065,-0.063,9.6,0.297,-0.365,1093,260.58,-109.53,0.09,0.134,-0.067
2468,2853093,K01099.01,161.528,6.67,0.0052,2.1,0.052,478,0.5,0.00000082,0.0049,0.00027,2.3E-12,1.5E-11,6.4E-09,0.065,5702,152.87,-129.78,0.95,0.159,-0.082,0.96,0.065,-0.062,9.62,0.292,-0.391,1197,206.47,-112.47,0.17,0.121,-0.115
2469,8616873,K01251.01,0.576,46.13,1,1600,0.001,3869,4,0.00086,0.04,0.95,0.00029,0.0068,0.0013,0.45,5592,71.67,-87.09,0.94,0.207,-0.071,0.95,0.043,-0.048,9.7,0.318,-0.425,1035,227.61,-83.69,0.17,0.049,-0.079
2470,8462258,K01253.01,3.612,18.3,1,0.095,0.044,337,1.17,0.96,2.3E-09,0.034,1.4E-14,2.1E-109,0.000076,0.283,4460,39.63,-39.29,0.59,0.007,-0.008,0.59,0.011,-0.007,10.07,0.083,-0.277,430,7.84,-7.95,0.47,0.069,-0.064
2471,8454250,K01254.01,5.083,,,,,442,0.5,,,,,,,0.047,,,,,,,,,,,,,,,,,,
2472,8494263,K01255.01,78.926,12.45,0.067,38,0.076,1149,4,0.0026,0.061,0.0036,6E-15,6.6E-13,9.3E-12,0.126,5567,148.31,-140.71,0.9,0.111,-0.065,0.93,0.052,-0.054,9.65,0.324,-0.417,1317,170.01,-105.8,0.2,0.128,-0.131
2473,8848271,K01256.01,9.992,51.71,1,59,0.001,1089,0.5,0.025,0.75,0.048,0.024,0.15,0.0065,0.359,6238,322.54,-302.58,1.34,0.629,-0.283,1.21,0.256,-0.153,9.4,0.224,-0.203,919,432.39,-205.54,0.58,0.206,-0.212
2474,8751933,K01257.01,86.648,7.52,0.000062,30,0.053,210,0.5,0.000000069,0.000041,0.000021,8.8E-13,1.3E-13,6.5E-12,0.081,5422,50.09,-60.76,0.89,0.07,-0.05,0.89,0.034,-0.033,9.86,0.206,-0.451,653,52.3,-37.45,0.35,0.034,-0.062
2475,8630788,K01258.01,36.337,5.62,0.58,0.83,0.051,182,0.5,0.0077,0.56,0.012,1.4E-09,0.002,0.00029,0.056,5617,106.63,-140.72,0.92,0.126,-0.068,0.95,0.052,-0.054,9.61,0.313,-0.385,1265,178.97,-103.5,0.29,0.08,-0.133
2476,8630788,K01258.02,14.646,2.43,0.00012,64,0.209,106,0.57,0.000000011,0.000056,0.000066,2.9E-09,0.00000057,0.00000031,0.024,5617,106.63,-140.72,0.92,0.126,-0.068,0.95,0.052,-0.054,9.61,0.313,-0.385,1265,178.97,-103.5,0.29,0.08,-0.133
2477,8630788,K01258.03,148.272,4.74,0.0058,8.2,0.071,540,1.35,0.000014,0.00063,0.0045,0.000061,0.00034,0.00024,0.047,5617,106.63,-140.72,0.92,0.126,-0.068,0.95,0.052,-0.054,9.61,0.313,-0.385,1265,178.97,-103.5,0.29,0.08,-0.133
2478,8823426,K01259.01,1.507,23.19,1,0.36,0.013,310,2.07,0.069,0.0031,0.93,0.00000023,1.6E-15,0.000033,0.379,3943,85.83,-72.11,0.56,0.03,-0.044,0.58,0.034,-0.045,9.62,0.371,-0.381,281,22.64,-28.55,0.22,0.143,-0.117
2479,8766222,K01260.01,5.297,11.68,,,,266,8.4,,,,,,,0.112,5982,92.83,-87.38,0.95,0.116,-0.089,0.96,0.072,-0.074,9.51,0.306,-0.323,900,113.19,-87.06,0.01,0.017,-0.008
2480,8678594,K01261.01,133.461,6.89,0.00018,3.4,0.052,314,0.5,3.1E-09,0.000014,0.00017,0.000001,5.4E-14,1.2E-11,0.068,5686,115.22,-97.25,0.94,0.163,-0.078,0.96,0.051,-0.06,9.65,0.29,-0.413,1041,184.59,-92.69,0.11,0.096,-0.075
2481,4139816,K00812.02,20.06,2.31,0.0000063,88,0.219,311,0.5,4.6E-13,6.7E-09,0.0000042,3E-10,6.3E-12,0.000002,0.038,4068,49.68,-44.88,0.53,0.02,-0.019,0.54,0.022,-0.021,9.57,0.398,-0.363,368,21.34,-19.96,0.07,0.076,-0.051
2482,4139816,K00812.03,46.184,2.26,0.00018,2.5,0.214,341,0.51,8.6E-12,1.8E-09,0.00017,5.8E-11,0.00000017,0.000006,0.037,4068,49.68,-44.88,0.53,0.02,-0.019,0.54,0.022,-0.021,9.57,0.398,-0.363,368,21.34,-19.96,0.07,0.076,-0.051
2483,4139816,K00812.04,7.825,1.4,0.0069,350,0.127,190,1.59,0.000011,0.0000093,0.0044,0.000024,0.000039,0.0024,0.023,4068,49.68,-44.88,0.53,0.02,-0.019,0.54,0.022,-0.021,9.57,0.398,-0.363,368,21.34,-19.96,0.07,0.076,-0.051
2484,4275191,K00813.01,3.896,9.89,0.0000081,1600,0.069,107,0.5,0.000000087,0.0000067,0.0000012,1.1E-09,1.2E-09,4.6E-12,0.093,5734,146.66,-216.28,0.97,0.164,-0.095,0.97,0.066,-0.066,9.64,0.272,-0.39,1255,216.59,-134.52,0.47,0.113,-0.183
2485,4476123,K00814.01,22.367,2.89,0.00011,110,0.191,183,0.63,0.00000022,0.00002,0.000087,0.000000046,0.00000045,0.0000068,0.03,5513,117.33,-163.87,0.88,0.109,-0.069,0.91,0.052,-0.06,9.68,0.349,-0.44,1045,133.59,-90.12,0.34,0.103,-0.157
2486,4544670,K00815.01,34.844,7.6,0.18,36,0.054,347,0.5,0.006,0.082,0.0032,0.016,0.075,0.00016,0.079,5523,139.52,-163.17,0.89,0.128,-0.07,0.92,0.055,-0.058,9.65,0.35,-0.416,1122,163.79,-97.5,0.31,0.121,-0.159
2487,4664847,K00816.01,7.748,5.94,0.00037,320,0.051,119,0.5,0.00014,0.000015,0.00021,0.0000026,0.00000059,0.00000039,0.047,5916,84.93,-119.97,1.16,0.395,-0.135,1.11,0.106,-0.068,9.56,0.17,-0.326,1656,548.39,-202.08,0.35,0.052,-0.096
2488,4725681,K00817.01,23.968,2,0.000069,140,0.203,257,0.66,7.6E-13,7.7E-12,0.000058,0.00000003,0.0000086,0.0000028,0.033,3931,48.33,-43.42,0.56,0.016,-0.021,0.58,0.02,-0.024,9.49,0.383,-0.294,265,11.31,-13.42,0.13,0.091,-0.079
2489,4725681,K00817.02,8.296,1.64,0.011,21,0.163,281,0.78,0.0034,0.00077,0.0019,0.00093,0.0027,0.00099,0.027,3931,48.33,-43.42,0.56,0.016,-0.021,0.58,0.02,-0.024,9.49,0.383,-0.294,265,11.31,-13.42,0.13,0.091,-0.079
2490,4913852,K00818.01,8.114,2.17,0.000019,1600,0.208,156,0.5,1.6E-10,2.4E-15,0.000019,4.6E-09,2.2E-09,0.00000014,0.038,3716,37.22,-37.22,0.5,0.016,-0.021,0.53,0.019,-0.021,9.59,0.382,-0.364,240,11.45,-13.28,0.22,0.072,-0.079
2491,4932348,K00819.01,38.037,29.13,0.96,20,0.001,1926,0.5,0.17,0.78,0.0013,0.00056,0.00017,7.8E-09,0.28,5655,144.8,-169.87,0.96,0.17,-0.085,0.98,0.064,-0.057,9.64,0.3,-0.401,1183,216.06,-112.54,0.26,0.118,-0.155
2492,9406990,K00937.01,20.834,2.83,0.000061,290,0.198,138,0.5,0.00000052,0.000012,0.000043,0.000000074,0.000003,0.000002,0.03,5417,96.73,-92.42,0.86,0.074,-0.048,0.9,0.042,-0.045,9.6,0.385,-0.405,976,84.33,-61.59,0.14,0.088,-0.089
2493,9415172,K00938.01,9.946,2.92,0.000038,830,0.193,102,0.5,3.6E-11,0.000014,0.000023,9.1E-10,0.000000012,0.00000021,0.031,5429,89.45,-135.11,0.86,0.088,-0.059,0.9,0.047,-0.053,9.65,0.372,-0.399,1008,104.18,-76.42,0.28,0.079,-0.133
2494,9415172,K00938.02,1.046,1.32,0.00021,2300,0.129,42,0.84,0.000021,3.8E-10,0.00011,0.000015,0.000025,0.000041,0.014,5429,89.45,-135.11,0.86,0.088,-0.059,0.9,0.047,-0.053,9.65,0.372,-0.399,1008,104.18,-76.42,0.28,0.079,-0.133
2495,9415172,K00938.03,5.715,1.51,0.072,420,0.149,128,2.31,0.000000011,0.000000018,0.02,0.00014,0.0032,0.049,0.016,5429,89.45,-135.11,0.86,0.088,-0.059,0.9,0.047,-0.053,9.65,0.372,-0.399,1008,104.18,-76.42,0.28,0.079,-0.133
2496,9466668,K00939.01,3.388,1.77,0.022,32,0.219,56,0.75,0.000012,0.013,0.0016,0.00014,0.006,0.0018,0.017,5601,75.53,-72.45,1.15,0.186,-0.176,0.97,0.042,-0.037,9.99,0.09,-0.228,1199,192.71,-181.9,0.12,0.068,-0.068
2497,9466668,K00939.02,5.839,1.65,0.000047,1700,0.209,67,1.02,1.3E-09,0.00000047,0.000021,0.0000012,0.000024,0.00000047,0.016,5601,75.53,-72.45,1.15,0.186,-0.176,0.97,0.042,-0.037,9.99,0.09,-0.228,1199,192.71,-181.9,0.12,0.068,-0.068
2498,9466668,K00939.03,1.62,1.37,0.003,70,0.168,35,1.35,0.00011,0.00000029,0.00086,0.000028,0.00054,0.0014,0.013,5601,75.53,-72.45,1.15,0.186,-0.176,0.97,0.042,-0.037,9.99,0.09,-0.228,1199,192.71,-181.9,0.12,0.068,-0.068
2499,9466668,K00939.04,10.682,1.76,0.00087,8.3,0.218,85,1.5,1.5E-14,0.00082,0.000047,1.7E-09,0.00000011,0.0000011,0.017,5601,75.53,-72.45,1.15,0.186,-0.176,0.97,0.042,-0.037,9.99,0.09,-0.228,1199,192.71,-181.9,0.12,0.068,-0.068
2500,9479273,K00940.01,6.105,3.84,0.00015,2,0.147,32,0.5,1.9E-32,0.00015,0.000000015,3E-12,5.2E-14,7.2E-10,0.042,5293,67.84,-241.97,0.77,0.034,-0.025,0.84,0.032,-0.028,9.16,0.406,-0.14,570,248.56,-32.9,0.07,0.128,-0.054
2501,9480189,K00941.01,6.581,3.99,0.00014,770,0.102,104,0.5,7.1E-09,0.00012,0.00002,1.9E-12,2.8E-09,0.000000049,0.045,5211,99.38,-151.24,0.81,0.057,-0.043,0.86,0.041,-0.045,9.67,0.372,-0.413,775,58.07,-46.59,0.43,0.101,-0.177
2502,9480189,K00941.02,2.383,2.21,0.000023,1400,0.217,72,0.5,0.0000015,1.3E-09,0.000018,0.0000033,0.00000015,3.1E-09,0.025,5211,99.38,-151.24,0.81,0.057,-0.043,0.86,0.041,-0.045,9.67,0.372,-0.413,775,58.07,-46.59,0.43,0.101,-0.177
2503,9480189,K00941.03,24.665,4.69,0.0002,220,0.082,209,0.63,0.00001,0.000095,0.000088,8.7E-09,0.0000003,0.0000037,0.053,5211,99.38,-151.24,0.81,0.057,-0.043,0.86,0.041,-0.045,9.67,0.372,-0.413,775,58.07,-46.59,0.43,0.101,-0.177
2504,3228824,K01100.01,0.731,4.57,1,6,0.089,277,2.31,1.2E-09,0.085,0.91,1.9E-09,5.3E-11,0.00069,0.059,4741,83.48,-79.51,0.71,0.029,-0.043,0.75,0.036,-0.047,9.66,0.355,-0.384,657,32.08,-42.38,0.17,0.117,-0.113
2505,3245969,K01101.01,11.391,1.79,0.044,9.3,0.178,214,0.66,0.000021,0.000038,0.013,0.0017,0.011,0.019,0.021,5110,176.17,-172.14,0.78,0.052,-0.047,0.82,0.048,-0.048,9.67,0.357,-0.402,796,59.58,-55.13,0.38,0.199,-0.217
2506,3231341,K01102.01,12.333,4.86,1,0.87,0.073,82,0.84,0.12,0.51,0.16,0.0057,0.13,0.076,0.04,5950,99.36,-93.97,1.12,0.148,-0.131,0.98,0.069,-0.055,9.8,0.125,-0.211,1170,157.28,-136.72,0.28,0.077,-0.08
2507,3231341,K01102.02,8.145,3.21,0.11,1.5,0.166,74,0.66,0.0075,0.0018,0.029,0.0034,0.06,0.011,0.026,5950,99.36,-93.97,1.12,0.148,-0.131,0.98,0.069,-0.055,9.8,0.125,-0.211,1170,157.28,-136.72,0.28,0.077,-0.08
2508,3231341,K01102.03,18.999,2.43,0.00097,42,0.209,135,1.29,0.00000062,0.000021,0.00065,0.000012,0.00015,0.00014,0.02,5950,99.36,-93.97,1.12,0.148,-0.131,0.98,0.069,-0.055,9.8,0.125,-0.211,1170,157.28,-136.72,0.28,0.077,-0.08
2509,3231341,K01102.04,4.244,1.71,1,0.96,0.168,67,2.16,0.036,0.17,0.5,0.00032,0.011,0.28,0.014,5950,99.36,-93.97,1.12,0.148,-0.131,0.98,0.069,-0.055,9.8,0.125,-0.211,1170,157.28,-136.72,0.28,0.077,-0.08
2510,2860866,K01103.01,90.124,8.63,0.3,1.7,0.064,492,0.57,0.033,0.27,0.0034,7.5E-10,0.0000017,0.0000058,0.058,6262,230.72,-215.86,1.35,0.486,-0.217,1.23,0.185,-0.115,9.4,0.168,-0.179,1643,589.2,-284.98,0.23,0.154,-0.141
2511,2851100,K01104.01,0.89,1.47,0.8,110,0.14,297,0.5,0.011,0.0064,0.23,0.000047,0.000013,0.55,0.019,4731,92.16,-77.06,0.71,0.028,-0.039,0.75,0.035,-0.044,9.67,0.355,-0.387,655,30.06,-38.09,0.15,0.133,-0.107
2512,3130300,K01105.01,5.766,3.01,0.088,9.2,0.136,72,0.5,0.0000048,0.0018,0.028,0.005,0.046,0.0071,0.02,6324,242.19,-239.42,1.38,0.685,-0.258,1.23,0.253,-0.139,9.38,0.188,-0.167,1211,601.17,-239.36,0.32,0.156,-0.163
2513,3240158,K01106.01,7.426,2.93,0.00011,610,0.16,67,0.6,0.000077,0.000000071,0.000026,0.0000024,0.00000022,0.000001,0.021,6183,124.57,-166.5,1.27,0.515,-0.177,1.18,0.157,-0.099,9.47,0.13,-0.218,1353,538.61,-199,0.3,0.072,-0.118
2514,3240158,K01106.02,15.987,1.8,0.0092,64,0.216,90,2.58,0.000039,0.00028,0.0048,0.000052,0.0008,0.0033,0.013,6183,124.57,-166.5,1.27,0.515,-0.177,1.18,0.157,-0.099,9.47,0.13,-0.218,1353,538.61,-199,0.3,0.072,-0.118
2515,8678594,K01261.02,15.194,1.72,0.000055,51,0.183,136,0.87,3.2E-11,0.000000074,0.000049,0.000000095,0.0000019,0.0000042,0.017,5686,115.22,-97.25,0.94,0.163,-0.078,0.96,0.051,-0.06,9.65,0.29,-0.413,1041,184.59,-92.69,0.11,0.096,-0.075
2516,8703884,K01262.01,14.171,4.4,0.0086,260,0.093,171,4,0.00028,0.00014,0.0081,1.9E-09,0.000043,0.000000079,0.049,5064,77.45,-127.19,0.83,0.044,-0.037,0.88,0.033,-0.039,9.59,0.424,-0.399,711,41.44,-36.52,0.45,0.089,-0.157
2517,8560840,K01263.01,31.973,4.49,0.99,0.038,0.091,592,1.68,8.4E-12,1.8E-09,0.88,2.5E-12,0.000077,0.11,0.056,4901,106.29,-108.27,0.73,0.036,-0.04,0.78,0.041,-0.046,9.64,0.385,-0.386,661,36.09,-39.53,0.23,0.14,-0.15
2518,8612847,K01264.01,14.132,2.84,0.0000076,560,0.197,130,0.5,1.8E-10,0.0000002,0.0000064,0.000000019,0.00000085,0.000000083,0.032,5311,65.73,-62.96,0.81,0.063,-0.055,0.85,0.045,-0.051,9.63,0.398,-0.428,1044,82.58,-74.83,0.1,0.055,-0.063
2519,8552583,K01265.01,1.062,39.62,1,3.2,0.001,263,1.68,0.000000024,0.67,0.32,0.000045,0.000001,0.0052,0.411,5533,83.96,-84.76,0.89,0.101,-0.059,0.92,0.044,-0.048,9.66,0.338,-0.428,892,101.17,-65.44,0.12,0.067,-0.078
2520,8547140,K01266.01,11.419,2,0.000026,9.9,0.201,93,0.5,1.1E-12,0.000000045,0.000012,2.9E-09,0.000014,0.00000056,0.029,4434,45.87,-39.08,0.63,0.025,-0.022,0.66,0.027,-0.026,9.55,0.377,-0.34,418,19.62,-18.62,0.05,0.06,-0.036
2521,8519253,K01267.01,5.938,56.26,1,46,0.001,312,0.5,0.003,0.14,0.39,0.054,0.31,0.1,0.484,5963,240.73,-184.22,1.07,0.265,-0.136,1.04,0.122,-0.082,9.53,0.258,-0.301,907,236.96,-121.36,0.22,0.179,-0.145
2522,8813698,K01268.01,268.941,12.51,0.021,2.2,0.068,434,0.5,0.0013,0.019,0.00059,2.5E-10,0.00000053,0.0000022,0.098,6096,94.98,-153.53,1.19,0.42,-0.163,1.12,0.141,-0.086,9.52,0.148,-0.258,1229,430.55,-179.77,0.29,0.053,-0.114
2523,8757910,K01269.01,0.655,114.96,1,5.8,0.001,481,0.5,0.0046,0.000000088,0.18,0.015,0.057,0.75,0.7,6441,267.61,-225.19,1.51,0.65,-0.299,1.32,0.218,-0.163,9.33,0.166,-0.147,915,385.84,-188.49,0.25,0.167,-0.152
2524,8564587,K01270.01,5.729,3.12,0.0058,1500,0.185,93,0.5,0.0012,0.0018,0.00016,0.00089,0.0017,0.000085,0.034,5385,173.45,-150.32,0.84,0.084,-0.06,0.88,0.053,-0.058,9.67,0.345,-0.44,674,72.5,-52.62,0.27,0.153,-0.158
2525,8564587,K01270.02,11.609,48.59,1,84,0.001,109,1.62,0.000073,0.0092,0.48,0.019,0.13,0.37,0.528,5385,173.45,-150.32,0.84,0.084,-0.06,0.88,0.053,-0.058,9.67,0.345,-0.44,674,72.5,-52.62,0.27,0.153,-0.158
2526,4936180,K00820.01,4.641,7.59,1,0.016,0.056,1486,0.5,0.054,0.61,0.00069,0.00086,0.058,0.28,0.053,6316,200.43,-225.98,1.32,0.422,-0.224,1.2,0.159,-0.119,9.41,0.164,-0.188,1782,563.02,-323.46,0.37,0.119,-0.16
2527,5021899,K00821.01,21.813,3.11,0.00018,320,0.178,200,0.5,0.000054,0.000042,0.00008,0.000000029,0.000000074,0.0000011,0.033,5436,169.8,-153.94,0.86,0.087,-0.06,0.9,0.054,-0.055,9.64,0.362,-0.402,997,109.24,-75.44,0.27,0.158,-0.156
2528,5077629,K00822.01,7.919,13.05,0.026,220,0.068,492,0.5,0.00011,0.025,0.00022,1.9E-09,0.000000076,0.000000074,0.128,5685,103.04,-156.7,0.94,0.156,-0.08,0.96,0.056,-0.06,9.65,0.283,-0.407,1301,220.34,-121.93,0.35,0.076,-0.143
2529,5164255,K00824.01,15.376,10.23,0.019,130,0.068,602,0.5,0.0083,0.011,0.0002,0.000017,7.4E-14,0.0000017,0.129,4882,80.48,-75.29,0.73,0.034,-0.044,0.77,0.04,-0.05,9.65,0.381,-0.391,1006,54.95,-65.13,0.15,0.103,-0.102
2530,5252423,K00825.01,8.104,2.32,0.00024,230,0.214,151,0.51,0.0000012,0.000029,0.0002,0.00000005,0.00000005,0.000012,0.028,4955,71.47,-78.96,0.76,0.029,-0.031,0.81,0.034,-0.039,9.63,0.38,-0.377,646,28.09,-29.43,0.17,0.09,-0.105
2531,5252423,K00825.02,4.715,1.57,0.00015,1300,0.152,106,0.96,0.000000037,0.000000014,0.00011,0.000011,0.0000013,0.000022,0.019,4955,71.47,-78.96,0.76,0.029,-0.031,0.81,0.034,-0.039,9.63,0.38,-0.377,646,28.09,-29.43,0.17,0.09,-0.105
2532,5272878,K00826.01,6.366,2.82,0.00003,1400,0.187,59,0.5,0.0000036,0.0000019,0.00002,0.00000079,0.0000023,0.0000012,0.027,5714,97.69,-123.21,0.96,0.187,-0.076,0.98,0.056,-0.053,9.63,0.275,-0.39,1029,201.67,-89.96,0.18,0.073,-0.107
2533,5283542,K00827.01,5.976,4.67,0.095,12,0.068,113,0.5,0.000022,0.0003,0.044,0.0043,0.044,0.0027,0.035,6098,96.39,-149.66,1.23,0.422,-0.156,1.16,0.129,-0.085,9.5,0.135,-0.261,1741,584.34,-235.19,0.36,0.05,-0.109
2534,5287983,K00828.01,2.507,68.24,1,100,0.001,670,0.5,0.013,0.13,0.34,0.047,0.43,0.048,0.6,5839,123.65,-195.51,1.03,0.209,-0.104,1.02,0.068,-0.07,9.61,0.243,-0.356,1350,275.98,-150.31,0.36,0.094,-0.164
2535,5358241,K00829.01,18.649,2.97,0.000012,200,0.181,120,0.5,0.00000013,0.00000049,0.000011,6.2E-09,3E-12,0.000000017,0.028,5767,129.56,-131.94,0.97,0.162,-0.084,0.98,0.064,-0.062,9.61,0.263,-0.368,1238,212.84,-116.27,0.16,0.103,-0.111
2536,5358241,K00829.02,9.752,2.56,0.0011,140,0.206,66,1.23,4E-10,0.000009,0.001,0.00000011,0.00001,0.00012,0.024,5767,129.56,-131.94,0.97,0.162,-0.084,0.98,0.064,-0.062,9.61,0.263,-0.368,1238,212.84,-116.27,0.16,0.103,-0.111
2537,9512687,K00942.01,11.515,2.96,0.00009,1600,0.194,136,0.5,0.000013,0.000061,0.000013,0.00000023,0.0000026,0.00000016,0.034,5108,43.1,-44.56,0.8,0.037,-0.029,0.85,0.033,-0.04,9.65,0.374,-0.385,792,38.73,-31.93,0.07,0.034,-0.046
2538,9513865,K00943.01,3.601,2.95,0.000031,2200,0.195,89,0.5,0.00000015,3.3E-10,0.000029,0.00000012,0.0000011,0.00000037,0.033,5217,48.98,-49.15,0.82,0.05,-0.041,0.86,0.042,-0.048,9.65,0.374,-0.421,1009,65.93,-56.45,0.08,0.034,-0.05
2539,9595686,K00944.01,3.108,4.43,0.095,8.1,0.087,140,0.5,0.0000063,0.0000042,0.094,0.0000021,0.0000002,0.00069,0.049,5336,90.8,-136.52,0.83,0.066,-0.057,0.87,0.047,-0.057,9.67,0.364,-0.423,833,70.03,-63.82,0.31,0.085,-0.148
2540,9605514,K00945.01,25.847,3.56,0.11,7.1,0.117,132,1.17,0.0023,0.046,0.021,0.001,0.027,0.012,0.023,6354,202.41,-232.36,1.41,0.537,-0.257,1.26,0.184,-0.14,9.38,0.147,-0.146,1711,636.67,-332.43,0.41,0.13,-0.158
2541,9605514,K00945.02,40.716,3.96,0.0032,0.0017,0.093,199,0.75,0.000000019,5E-10,5.5E-11,9.2E-17,0.0032,2.2E-10,0.026,6354,202.41,-232.36,1.41,0.537,-0.257,1.26,0.184,-0.14,9.38,0.147,-0.146,1711,636.67,-332.43,0.41,0.13,-0.158
2542,9605514,K00945.03,66.789,3.06,0.34,17,0.156,288,1.62,0.00048,0.013,0.11,0.016,0.07,0.13,0.021,6354,202.41,-232.36,1.41,0.537,-0.257,1.26,0.184,-0.14,9.38,0.147,-0.146,1711,636.67,-332.43,0.41,0.13,-0.158
2543,9661877,K00946.01,20.427,60.74,0.99,18,0.001,148,0.5,0.0045,0.47,0.068,0.079,0.34,0.035,0.529,5866,85.86,-133.68,1.05,0.28,-0.106,1.04,0.067,-0.068,9.62,0.195,-0.362,1160,310.87,-127.3,0.33,0.05,-0.111
2544,9710326,K00947.01,28.599,1.91,0.0000069,170,0.199,166,0.5,9.3E-20,2E-15,0.0000069,5.9E-18,7.6E-23,0.000000071,0.037,3814,41.12,-37.62,0.49,0.025,-0.024,0.51,0.026,-0.026,9.6,0.398,-0.378,196,14.02,-12.96,0.06,0.066,-0.04
2545,9761882,K00948.01,24.587,2.5,0.000031,370,0.208,162,0.54,0.0000053,0.0000067,0.000018,0.000000002,0.00000011,0.00000052,0.028,5327,67.69,-57.41,0.81,0.069,-0.052,0.85,0.041,-0.045,9.65,0.385,-0.445,988,83.91,-68.86,0.07,0.061,-0.05
